date,site_id,site_name,city,country,capacity_mw,cooling_type,energy_tariff_per_kwh,grid_emission_factor,renewable_energy_percent,building_age_years,sla_target_percent,total_facility_energy_kwh,it_equipment_energy_kwh,cooling_energy_kwh,lighting_energy_kwh,backup_power_kwh,peak_demand_kw,temperature_celsius,humidity_percent,server_count,active_servers,idle_servers,avg_cpu_utilization_percent,storage_utilization_percent,ai_workload_percent,revenue_usd,energy_cost_usd,cooling_cost_usd,maintenance_cost_usd,downtime_minutes,sla_penalty_usd,gross_margin_percent,renewable_kwh,fossil_power_kwh,scope_2_emissions_tco2e,carbon_intensity_kg_per_kwh,pue,non_it_energy_kwh,energy_waste_cost_usd,revenue_leakage_usd,target_pue,risk_level
2024-11-22,DC002,Bengaluru AI Hub,Bengaluru,India,60,Liquid Cooling,0.09,0.62,42,4,99.95,1161831.51,823623.9,236900.1,26237.28,0.0,59889.04,22.11,74.57,7200,4521,2679,45.05,69.09,52.41,748134.05,104564.84,21321.01,68360.6,0.0,0.0,76.89,487969.23,673862.28,417.79,0.3596,1.411,338207.61,4494.53,4494.53,1.35,Low
2024-11-22,DC003,Delhi Enterprise DC,Delhi,India,35,Air Cooling,0.12,0.75,15,12,99.9,880981.17,492282.24,327067.04,13464.34,0.0,48560.25,29.03,57.69,4100,3527,573,69.77,64.43,28.37,412683.23,105717.74,39248.04,44504.86,0.0,0.0,63.6,132147.18,748833.99,561.63,0.6375,1.79,388698.93,14153.24,14153.24,1.55,Medium
2024-11-22,DC004,Hyderabad Cloud DC,Hyderabad,India,50,Hybrid Cooling,0.1,0.66,35,6,99.95,1156600.17,750294.23,301524.44,29007.7,0.0,59959.07,23.32,76.8,6100,4959,1141,67.58,70.19,27.69,692617.31,115660.02,30152.44,46711.42,0.0,0.0,76.56,404810.06,751790.11,496.18,0.429,1.542,406305.94,6867.35,6867.35,1.45,Medium
2024-11-22,DC005,Pune Backup DC,Pune,India,30,Air Cooling,0.095,0.68,28,8,99.8,639003.66,371189.22,221245.89,15883.54,0.0,35020.25,24.57,38.66,3300,2669,631,65.3,70.36,29.92,304496.26,60705.35,21018.36,29362.43,0.0,0.0,70.42,178921.03,460082.64,312.86,0.4896,1.722,267814.44,6047.74,6047.74,1.55,Medium
2024-11-23,DC001,Mumbai Core DC,Mumbai,India,45,Air Cooling,0.11,0.72,18,9,99.9,1031745.0,595826.26,345212.64,17375.71,0.0,52853.5,25.89,50.97,5200,3384,1816,51.14,74.1,30.03,482600.56,113491.95,37973.39,51821.45,0.0,0.0,65.75,185714.1,846030.9,609.14,0.5904,1.732,435918.75,11903.57,11903.57,1.55,Medium
2024-11-23,DC002,Bengaluru AI Hub,Bengaluru,India,60,Liquid Cooling,0.09,0.62,42,4,99.95,1038825.19,721625.96,230599.04,29448.06,0.0,54209.56,19.31,50.32,7200,5112,2088,56.81,77.09,53.61,755324.74,93494.27,20753.91,53319.93,0.0,0.0,80.56,436306.58,602518.61,373.56,0.3596,1.44,317199.23,5816.71,5816.71,1.35,Low
2024-11-23,DC003,Delhi Enterprise DC,Delhi,India,35,Air Cooling,0.12,0.75,15,12,99.9,760417.16,427167.3,273045.1,17157.16,0.0,41303.5,27.62,57.52,4100,2513,1587,43.32,47.94,39.84,410354.73,91250.06,32765.41,42404.98,0.0,0.0,67.43,114062.57,646354.58,484.77,0.6375,1.78,333249.86,11796.94,11796.94,1.55,Medium
2024-11-23,DC004,Hyderabad Cloud DC,Hyderabad,India,50,Hybrid Cooling,0.1,0.66,35,6,99.95,984720.54,614634.59,278419.4,22244.46,0.0,47225.3,22.52,56.72,6100,4004,2096,49.96,69.38,27.8,567860.24,98472.05,27841.94,40216.46,0.0,0.0,75.58,344652.19,640068.35,422.45,0.429,1.602,370085.94,9350.04,9350.04,1.45,Medium
2024-11-23,DC005,Pune Backup DC,Pune,India,30,Air Cooling,0.095,0.68,28,8,99.8,623119.15,343433.66,236536.84,9708.35,6606.1,30187.13,32.36,59.74,3300,2863,437,70.61,73.75,35.08,284046.28,59196.32,22471.0,35996.67,0.0,0.0,66.49,174473.36,448645.79,305.08,0.4896,1.814,279685.49,8625.71,8625.71,1.55,Medium
2024-11-24,DC001,Mumbai Core DC,Mumbai,India,45,Air Cooling,0.11,0.72,18,9,99.9,1031429.05,575234.23,374514.08,23875.38,0.0,56905.35,29.67,51.74,5200,3621,1579,55.08,76.98,26.7,508826.23,113457.2,41196.55,51854.76,0.0,0.0,67.51,185657.23,845771.82,608.96,0.5904,1.793,456194.82,15379.76,15379.76,1.55,Medium
2024-11-24,DC002,Bengaluru AI Hub,Bengaluru,India,60,Liquid Cooling,0.09,0.62,42,4,99.95,1076453.22,749937.25,231496.72,30024.7,0.0,58658.03,22.7,59.14,7200,5880,1320,67.51,68.95,52.62,740939.32,96880.79,20834.7,45669.75,0.0,0.0,80.76,452110.35,624342.87,387.09,0.3596,1.435,326515.96,5763.41,5763.41,1.35,Low
2024-11-24,DC003,Delhi Enterprise DC,Delhi,India,35,Air Cooling,0.12,0.75,15,12,99.9,779219.73,434020.99,282138.57,17122.44,0.0,41535.5,27.1,45.48,4100,2591,1509,51.02,66.3,39.39,382740.46,93506.37,33856.63,50996.02,0.0,0.0,62.25,116882.96,662336.77,496.75,0.6375,1.795,345198.74,12778.46,12778.46,1.55,Medium
2024-11-24,DC004,Hyderabad Cloud DC,Hyderabad,India,50,Hybrid Cooling,0.1,0.66,35,6,99.95,1021334.43,639181.93,293083.97,22497.05,6297.36,51364.77,25.77,53.31,6100,4818,1282,66.1,74.54,37.89,569443.44,102133.44,29308.4,60384.76,0.0,0.0,71.46,357467.05,663867.38,438.15,0.429,1.598,382152.5,9452.06,9452.06,1.45,Medium
2024-11-24,DC005,Pune Backup DC,Pune,India,30,Air Cooling,0.095,0.68,28,8,99.8,538478.11,319036.82,177076.24,13368.64,0.0,27429.08,23.25,66.61,3300,2678,622,63.37,44.75,35.04,291246.28,51155.42,16822.24,32823.53,0.0,0.0,71.17,150773.87,387704.24,263.64,0.4896,1.688,219441.3,4177.25,4177.25,1.55,Medium
2024-11-25,DC001,Mumbai Core DC,Mumbai,India,45,Air Cooling,0.11,0.72,18,9,99.9,1242185.91,712167.6,443271.95,23232.29,0.0,61115.23,30.05,61.45,5200,4725,475,74.32,66.34,29.98,523092.12,136640.45,48759.91,53610.37,0.0,0.0,63.63,223593.46,1018592.45,733.39,0.5904,1.744,530018.31,15215.87,15215.87,1.55,High
2024-11-25,DC002,Bengaluru AI Hub,Bengaluru,India,60,Liquid Cooling,0.09,0.62,42,4,99.95,1221358.72,833144.61,265872.46,27484.45,0.0,60598.0,22.38,51.55,7200,4707,2493,47.51,81.91,54.66,801252.52,109922.28,23928.52,69074.82,0.0,0.0,77.66,512970.66,708388.05,439.2,0.3596,1.466,388214.1,8695.21,8695.21,1.35,Medium
2024-11-25,DC003,Delhi Enterprise DC,Delhi,India,35,Air Cooling,0.12,0.75,15,12,99.9,883093.19,481015.73,340324.91,20249.43,0.0,44919.05,28.92,51.8,4100,2991,1109,61.11,51.72,38.39,440002.03,105971.18,40838.99,37298.79,0.0,0.0,67.44,132463.98,750629.21,562.97,0.6375,1.836,402077.46,16502.26,16502.26,1.55,Medium
2024-11-25,DC004,Hyderabad Cloud DC,Hyderabad,India,50,Hybrid Cooling,0.1,0.66,35,6,99.95,1083973.99,686658.02,314735.74,19973.7,0.0,54152.47,24.99,42.59,6100,4434,1666,57.15,62.0,32.71,690198.84,108397.4,31473.57,53827.75,0.0,0.0,76.5,379390.9,704583.09,465.02,0.429,1.579,397315.97,8831.99,8831.99,1.45,Medium
2024-11-25,DC005,Pune Backup DC,Pune,India,30,Air Cooling,0.095,0.68,28,8,99.8,595521.52,338187.87,204129.14,12157.35,0.0,30827.58,26.12,63.99,3300,1833,1467,44.89,76.12,38.3,341146.25,56574.54,19392.27,36439.32,0.0,0.0,72.73,166746.02,428775.49,291.57,0.4896,1.761,257333.65,6776.38,6776.38,1.55,Medium
2024-11-26,DC001,Mumbai Core DC,Mumbai,India,45,Air Cooling,0.11,0.72,18,9,99.9,1136134.91,658582.04,394119.36,25764.0,0.0,55392.75,25.75,51.77,5200,4051,1149,63.59,77.27,21.69,560121.35,124974.84,43353.13,55333.79,0.0,0.0,67.81,204504.28,931630.63,670.77,0.5904,1.725,477552.87,12686.6,12686.6,1.55,High
2024-11-26,DC002,Bengaluru AI Hub,Bengaluru,India,60,Liquid Cooling,0.09,0.62,42,4,99.95,1220598.59,834339.31,269408.54,37016.16,6999.22,60667.69,21.03,55.73,7200,5665,1535,62.1,71.86,54.78,831202.08,109853.87,24246.77,69353.39,0.0,0.0,78.44,512651.41,707947.18,438.93,0.3596,1.463,386259.28,8481.65,8481.65,1.35,Medium
2024-11-26,DC003,Delhi Enterprise DC,Delhi,India,35,Air Cooling,0.12,0.75,15,12,99.9,810827.67,453080.52,302548.2,17610.2,3902.34,42469.12,30.03,61.22,4100,2673,1427,47.9,62.18,23.73,427226.42,97299.32,36305.78,41505.35,0.0,0.0,67.51,121624.15,689203.52,516.9,0.6375,1.79,357747.16,13026.34,13026.34,1.55,Medium
2024-11-26,DC004,Hyderabad Cloud DC,Hyderabad,India,50,Hybrid Cooling,0.1,0.66,35,6,99.95,1146429.24,727245.49,326901.99,27625.88,0.0,58978.4,22.71,71.29,6100,4912,1188,67.37,68.51,37.9,699215.21,114642.92,32690.2,50363.35,0.0,0.0,76.4,401250.23,745179.0,491.82,0.429,1.576,419183.75,9192.33,9192.33,1.45,Medium
2024-11-26,DC005,Pune Backup DC,Pune,India,30,Air Cooling,0.095,0.68,28,8,99.8,601503.51,361968.13,197985.74,12869.68,0.0,30828.01,24.78,50.46,3300,2313,987,55.63,59.17,26.1,335917.26,57142.83,18808.65,35623.9,0.0,0.0,72.38,168420.98,433082.53,294.5,0.4896,1.662,239535.38,3843.03,3843.03,1.55,Medium
2024-11-27,DC001,Mumbai Core DC,Mumbai,India,45,Air Cooling,0.11,0.72,18,9,99.9,1107069.22,636958.59,401912.04,23522.56,0.0,56150.59,28.55,55.66,5200,3548,1652,53.47,58.66,33.94,543753.3,121777.61,44210.32,49734.9,0.0,0.0,68.46,199272.46,907796.76,653.61,0.5904,1.738,470110.63,13176.18,13176.18,1.55,High
2024-11-27,DC002,Bengaluru AI Hub,Bengaluru,India,60,Liquid Cooling,0.09,0.62,42,4,99.95,1173649.18,823232.78,260181.41,28282.04,0.0,63250.31,23.18,59.56,7200,5154,2046,60.39,67.96,51.99,763058.6,105628.43,23416.33,55205.11,0.0,0.0,78.92,492932.66,680716.52,422.04,0.3596,1.426,350416.4,5605.64,5605.64,1.35,Medium
2024-11-27,DC003,Delhi Enterprise DC,Delhi,India,35,Air Cooling,0.12,0.75,15,12,99.9,874580.94,491535.88,327059.74,18171.0,0.0,48005.72,27.36,56.19,4100,3320,780,63.64,65.01,27.08,432739.6,104949.71,39247.17,37239.56,0.0,0.0,67.14,131187.14,743393.8,557.55,0.6375,1.779,383045.07,13524.04,13524.04,1.55,Medium
2024-11-27,DC004,Hyderabad Cloud DC,Hyderabad,India,50,Hybrid Cooling,0.1,0.66,35,6,99.95,1116859.11,707404.23,299119.8,28562.06,0.0,60009.75,24.08,42.17,6100,4140,1960,51.0,71.38,31.92,659764.31,111685.91,29911.98,52385.99,0.0,0.0,75.13,390900.69,725958.42,479.13,0.429,1.579,409454.88,9112.3,9112.3,1.45,Medium
2024-11-27,DC005,Pune Backup DC,Pune,India,30,Air Cooling,0.095,0.68,28,8,99.8,647837.44,364688.78,227303.97,11251.64,0.0,34661.6,24.9,58.86,3300,2600,700,63.99,54.72,33.17,308915.27,61544.56,21593.88,33360.0,0.0,0.0,69.28,181394.48,466442.96,317.18,0.4896,1.776,283148.66,7844.13,7844.13,1.55,Medium
2024-11-28,DC001,Mumbai Core DC,Mumbai,India,45,Air Cooling,0.11,0.72,18,9,99.9,1188581.03,667193.5,413744.46,26929.44,0.0,58312.84,26.32,72.59,5200,3671,1529,53.3,70.65,25.97,581491.73,130743.91,45511.89,45805.66,0.0,0.0,69.64,213944.59,974636.45,701.74,0.5904,1.781,521387.53,16987.42,16987.42,1.55,High
2024-11-28,DC002,Bengaluru AI Hub,Bengaluru,India,60,Liquid Cooling,0.09,0.62,42,4,99.95,1137610.02,787936.02,241965.0,34233.66,0.0,57232.31,19.93,63.55,7200,4052,3148,40.37,61.99,56.74,779135.11,102384.9,21776.85,59620.01,0.0,0.0,79.21,477796.21,659813.81,409.08,0.3596,1.444,349674.0,6650.68,6650.68,1.35,Low
2024-11-28,DC003,Delhi Enterprise DC,Delhi,India,35,Air Cooling,0.12,0.75,15,12,99.9,926294.64,507847.37,352594.61,16656.73,0.0,46534.56,27.7,60.81,4100,3152,948,65.7,84.15,35.87,434912.75,111155.36,42311.35,37519.32,0.0,0.0,65.82,138944.2,787350.45,590.51,0.6375,1.824,418447.27,16695.75,16695.75,1.55,Medium
2024-11-28,DC004,Hyderabad Cloud DC,Hyderabad,India,50,Hybrid Cooling,0.1,0.66,35,6,99.95,1075775.36,705570.48,299083.01,24015.83,0.0,54654.98,25.58,41.7,6100,4595,1505,62.49,70.85,55.73,657666.97,107577.54,29908.3,45293.35,0.0,0.0,76.76,376521.37,699253.98,461.51,0.429,1.525,370204.88,5269.82,5269.82,1.45,Medium
2024-11-28,DC005,Pune Backup DC,Pune,India,30,Air Cooling,0.095,0.68,28,8,99.8,628064.83,364926.4,221969.32,12232.55,0.0,30338.12,23.98,55.47,3300,2537,763,63.21,65.85,24.94,309364.79,59666.16,21087.09,39034.43,0.0,0.0,68.1,175858.15,452206.68,307.5,0.4896,1.721,263138.42,5930.75,5930.75,1.55,Medium
2024-11-29,DC001,Mumbai Core DC,Mumbai,India,45,Air Cooling,0.11,0.72,18,9,99.9,1178776.49,668469.32,415798.21,17305.53,0.0,61858.17,24.18,51.53,5200,3687,1513,55.3,53.26,43.35,575557.17,129665.41,45737.8,42608.04,0.0,0.0,70.07,212179.77,966596.72,695.95,0.5904,1.763,510307.17,15691.39,15691.39,1.55,High
2024-11-29,DC002,Bengaluru AI Hub,Bengaluru,India,60,Liquid Cooling,0.09,0.62,42,4,99.95,1129572.71,799333.85,236910.48,33645.3,0.0,63925.29,22.5,57.57,7200,4493,2707,49.89,84.93,57.82,839512.32,101661.54,21321.94,67818.64,0.0,0.0,79.81,474420.54,655152.17,406.19,0.3596,1.413,330238.86,4542.48,4542.48,1.35,Low
2024-11-29,DC003,Delhi Enterprise DC,Delhi,India,35,Air Cooling,0.12,0.75,15,12,99.9,967154.94,526410.1,363438.39,19453.35,0.0,47948.14,27.55,68.35,4100,3380,720,69.37,60.9,37.6,431376.81,116058.59,43612.61,46507.96,0.0,0.0,62.31,145073.24,822081.7,616.56,0.6375,1.837,440744.84,18146.31,18146.31,1.55,Medium
2024-11-29,DC004,Hyderabad Cloud DC,Hyderabad,India,50,Hybrid Cooling,0.1,0.66,35,6,99.95,986003.81,644342.88,271466.11,24617.3,0.0,52784.98,22.16,51.17,6100,3723,2377,44.37,57.16,31.31,683813.3,98600.38,27146.61,59659.05,0.0,0.0,76.86,345101.33,640902.48,423.0,0.429,1.53,341660.93,5170.66,5170.66,1.45,Medium
2024-11-29,DC005,Pune Backup DC,Pune,India,30,Air Cooling,0.095,0.68,28,8,99.8,668674.2,395378.51,213134.0,17146.85,0.0,32939.91,22.52,80.42,3300,3036,264,77.97,54.69,26.98,308498.53,63524.05,20247.73,32486.04,0.0,0.0,68.88,187228.78,481445.43,327.38,0.4896,1.691,273295.69,5304.56,5304.56,1.55,Medium
2024-11-30,DC001,Mumbai Core DC,Mumbai,India,45,Air Cooling,0.11,0.72,18,9,99.9,1053553.32,593041.98,371737.35,17354.75,0.0,55055.43,23.74,82.38,5200,4258,942,65.01,67.94,47.64,504711.62,115890.87,40891.11,42315.24,0.0,0.0,68.65,189639.6,863913.72,622.02,0.5904,1.777,460511.34,14777.21,14777.21,1.55,Medium
2024-11-30,DC002,Bengaluru AI Hub,Bengaluru,India,60,Liquid Cooling,0.09,0.62,42,4,99.95,1116233.8,765553.29,241383.38,30479.07,0.0,63201.26,22.02,54.37,7200,5101,2099,53.0,49.16,56.44,713514.85,100461.04,21724.5,68811.77,0.0,0.0,76.28,468818.2,647415.6,401.4,0.3596,1.458,350680.51,7446.32,7446.32,1.35,Low
2024-11-30,DC003,Delhi Enterprise DC,Delhi,India,35,Air Cooling,0.12,0.75,15,12,99.9,785531.52,436939.73,278358.06,16762.53,4455.19,43439.53,28.24,60.67,4100,2937,1163,56.5,48.39,29.63,412039.94,94263.78,33402.97,37875.74,0.0,0.0,67.93,117829.73,667701.79,500.78,0.6375,1.798,348591.79,12992.99,12992.99,1.55,Medium
2024-11-30,DC004,Hyderabad Cloud DC,Hyderabad,India,50,Hybrid Cooling,0.1,0.66,35,6,99.95,940805.39,607379.93,244505.43,18640.36,7600.28,50497.81,23.51,46.32,6100,4283,1817,56.79,62.22,31.53,551728.65,94080.54,24450.54,56311.19,0.0,0.0,72.74,329281.89,611523.5,403.61,0.429,1.549,333425.46,6010.45,6010.45,1.45,Low
2024-11-30,DC005,Pune Backup DC,Pune,India,30,Air Cooling,0.095,0.68,28,8,99.8,546791.98,323764.59,178315.05,8515.67,0.0,26228.61,21.97,57.09,3300,2858,442,69.74,74.08,42.58,304507.38,51945.24,16939.93,42353.91,0.0,0.0,69.03,153101.76,393690.23,267.71,0.4896,1.689,223027.39,4270.9,4270.9,1.55,Medium
2024-12-01,DC001,Mumbai Core DC,Mumbai,India,45,Air Cooling,0.11,0.72,18,9,99.9,1067942.29,600107.16,385272.11,23305.66,0.0,58689.34,26.92,62.89,5200,3822,1378,56.79,50.67,25.93,476510.36,117473.65,42379.93,46791.29,0.0,0.0,65.53,192229.61,875712.67,630.51,0.5904,1.78,467835.13,15155.38,15155.38,1.55,Medium
2024-12-01,DC002,Bengaluru AI Hub,Bengaluru,India,60,Liquid Cooling,0.09,0.62,42,4,99.95,1134089.2,794964.12,225459.7,33033.87,0.0,58294.96,22.79,56.26,7200,6012,1188,67.01,65.96,45.2,739499.11,102068.03,20291.37,60459.39,0.0,0.0,78.02,476317.47,657771.74,407.82,0.3596,1.427,339125.08,5479.89,5479.89,1.35,Low
2024-12-01,DC003,Delhi Enterprise DC,Delhi,India,35,Air Cooling,0.12,0.75,15,12,99.9,748997.85,425962.05,268183.76,16254.07,0.0,41838.31,24.11,55.41,4100,2838,1262,57.04,79.31,31.0,380664.92,89879.74,32182.05,48545.79,0.0,0.0,63.64,112349.68,636648.17,477.49,0.6375,1.758,323035.81,10650.8,10650.8,1.55,Medium
2024-12-01,DC004,Hyderabad Cloud DC,Hyderabad,India,50,Hybrid Cooling,0.1,0.66,35,6,99.95,1048298.11,671472.79,277061.65,18653.3,0.0,59304.76,22.99,63.53,6100,4798,1302,65.9,75.61,41.31,556475.14,104829.81,27706.16,51517.17,0.0,0.0,71.9,366904.34,681393.77,449.72,0.429,1.561,376825.31,7466.26,7466.26,1.45,Medium
2024-12-01,DC005,Pune Backup DC,Pune,India,30,Air Cooling,0.095,0.68,28,8,99.8,499571.9,301554.86,165061.01,9892.38,0.0,25841.0,23.98,86.99,3300,1995,1305,46.91,75.01,27.67,302178.14,47459.33,15680.8,34092.75,0.0,0.0,73.01,139880.13,359691.77,244.59,0.4896,1.657,198017.05,3055.38,3055.38,1.55,Medium
2024-12-02,DC001,Mumbai Core DC,Mumbai,India,45,Air Cooling,0.11,0.72,18,9,99.9,1065349.88,611067.51,372885.74,21358.48,0.0,52522.14,28.17,52.57,5200,2969,2231,43.79,64.28,22.47,516363.3,117188.49,41017.43,46689.43,0.0,0.0,68.26,191762.98,873586.9,628.98,0.5904,1.743,454282.37,13001.48,13001.48,1.55,Medium
2024-12-02,DC002,Bengaluru AI Hub,Bengaluru,India,60,Liquid Cooling,0.09,0.62,42,4,99.95,1174799.36,824022.45,258218.51,34298.16,5228.75,64903.46,21.69,66.16,7200,4977,2223,56.41,89.68,51.31,779881.94,105731.94,23239.67,44135.12,0.0,0.0,80.78,493415.73,681383.63,422.46,0.3596,1.426,350776.92,5613.22,5613.22,1.35,Medium
2024-12-02,DC003,Delhi Enterprise DC,Delhi,India,35,Air Cooling,0.12,0.75,15,12,99.9,919640.54,522111.63,336499.28,14295.7,0.0,46716.64,28.4,50.61,4100,3577,523,69.99,73.43,38.58,420355.24,110356.86,40379.91,37302.11,0.0,0.0,64.87,137946.08,781694.46,586.27,0.6375,1.761,397528.91,13244.1,13244.1,1.55,Medium
2024-12-02,DC004,Hyderabad Cloud DC,Hyderabad,India,50,Hybrid Cooling,0.1,0.66,35,6,99.95,1115474.61,719840.33,296389.97,21712.44,0.0,62319.82,23.48,55.59,6100,4375,1725,60.56,67.16,19.54,656728.1,111547.46,29639.0,60457.9,0.0,0.0,73.81,390416.11,725058.5,478.54,0.429,1.55,395634.28,7170.61,7170.61,1.45,Medium
2024-12-02,DC005,Pune Backup DC,Pune,India,30,Air Cooling,0.095,0.68,28,8,99.8,669363.66,395188.92,227729.83,15902.87,0.0,36503.42,23.98,50.4,3300,3036,264,79.33,61.62,30.33,301243.61,63589.55,21634.33,38722.92,0.0,0.0,66.04,187421.83,481941.84,327.72,0.4896,1.694,274174.74,5397.98,5397.98,1.55,Medium
2024-12-03,DC001,Mumbai Core DC,Mumbai,India,45,Air Cooling,0.11,0.72,18,9,99.9,1222560.1,694167.72,416884.22,30683.8,0.0,67796.98,24.1,38.29,5200,4491,709,72.23,52.51,32.94,562292.1,134481.61,45857.26,59872.41,0.0,0.0,65.44,220060.82,1002499.28,721.8,0.5904,1.761,528392.38,16126.01,16126.01,1.55,High
2024-12-03,DC002,Bengaluru AI Hub,Bengaluru,India,60,Liquid Cooling,0.09,0.62,42,4,99.95,1234691.03,843741.61,268796.82,28130.54,5054.32,69429.43,23.54,40.85,7200,4703,2497,51.53,82.34,50.74,756010.69,111122.19,24191.71,71554.07,0.0,0.0,75.84,518570.23,716120.8,443.99,0.3596,1.463,390949.42,8607.59,8607.59,1.35,Medium
2024-12-03,DC003,Delhi Enterprise DC,Delhi,India,35,Air Cooling,0.12,0.75,15,12,99.9,875992.74,488765.91,317646.44,17364.74,0.0,44512.66,26.88,51.81,4100,3199,901,65.42,72.72,44.32,445946.24,105119.13,38117.57,42890.4,0.0,0.0,66.81,131398.91,744593.83,558.45,0.6375,1.792,387226.83,14208.67,14208.67,1.55,Medium
2024-12-03,DC004,Hyderabad Cloud DC,Hyderabad,India,50,Hybrid Cooling,0.1,0.66,35,6,99.95,1147347.37,721529.35,308203.41,25835.59,5043.44,59462.08,22.39,57.24,6100,4398,1702,58.94,48.65,38.23,625796.52,114734.74,30820.34,52472.19,0.0,0.0,73.28,401571.58,745775.79,492.21,0.429,1.59,425818.02,10112.98,10112.98,1.45,Medium
2024-12-03,DC005,Pune Backup DC,Pune,India,30,Air Cooling,0.095,0.68,28,8,99.8,620833.55,356062.61,218309.84,13953.01,0.0,32359.93,25.0,65.8,3300,2736,564,68.09,60.94,27.34,307895.2,58979.19,20739.44,31900.23,0.0,0.0,70.48,173833.39,447000.15,303.96,0.4896,1.744,264770.93,6548.97,6548.97,1.55,Medium
2024-12-04,DC001,Mumbai Core DC,Mumbai,India,45,Air Cooling,0.11,0.72,18,9,99.9,1234631.18,684638.66,458367.8,29869.06,0.0,69223.22,29.71,62.44,5200,3741,1459,59.73,65.88,39.89,581069.23,135809.43,50420.46,51828.17,0.0,0.0,67.71,222233.61,1012397.57,728.93,0.5904,1.803,549992.51,19078.54,19078.54,1.55,High
2024-12-04,DC002,Bengaluru AI Hub,Bengaluru,India,60,Liquid Cooling,0.09,0.62,42,4,99.95,1229288.96,848959.44,255621.09,31788.8,0.0,59173.96,23.36,54.15,7200,5251,1949,60.72,73.65,47.06,770095.26,110636.01,23005.9,59710.51,0.0,0.0,77.88,516301.37,712987.6,442.05,0.3596,1.448,380329.53,7487.44,7487.44,1.35,Medium
2024-12-04,DC003,Delhi Enterprise DC,Delhi,India,35,Air Cooling,0.12,0.75,15,12,99.9,837336.5,465271.92,299245.82,12490.88,0.0,47068.3,26.0,52.42,4100,2415,1685,42.4,64.39,29.02,443263.8,100480.38,35909.5,37167.28,0.0,0.0,68.95,125600.48,711736.03,533.8,0.6375,1.8,372064.58,13939.8,13939.8,1.55,Medium
2024-12-04,DC004,Hyderabad Cloud DC,Hyderabad,India,50,Hybrid Cooling,0.1,0.66,35,6,99.95,955804.89,614804.21,276051.27,22543.29,0.0,46781.88,21.91,50.32,6100,2745,3355,31.31,73.72,32.03,619192.7,95580.49,27605.13,51672.65,0.0,0.0,76.22,334531.71,621273.18,410.04,0.429,1.555,341000.68,6433.88,6433.88,1.45,Low
2024-12-04,DC005,Pune Backup DC,Pune,India,30,Air Cooling,0.095,0.68,28,8,99.8,630884.23,366554.28,212510.16,15010.81,0.0,34221.32,23.6,60.86,3300,2605,695,61.11,64.9,20.41,312298.0,59934.0,20188.47,28242.35,0.0,0.0,71.77,176647.58,454236.65,308.88,0.4896,1.721,264329.95,5958.88,5958.88,1.55,Medium
2024-12-05,DC001,Mumbai Core DC,Mumbai,India,45,Air Cooling,0.11,0.72,18,9,99.9,1144618.09,650318.55,393094.63,18365.7,0.0,63514.18,22.69,78.95,5200,3892,1308,57.11,67.45,31.83,577963.39,125907.99,43240.41,47439.48,0.0,0.0,70.01,206031.26,938586.84,675.78,0.5904,1.76,494299.54,15028.68,15028.68,1.55,High
2024-12-05,DC002,Bengaluru AI Hub,Bengaluru,India,60,Liquid Cooling,0.09,0.62,42,4,99.95,1218294.89,860914.9,258343.13,33718.85,0.0,68037.97,23.18,77.16,7200,5940,1260,71.18,60.41,36.61,791577.26,109646.54,23250.88,60646.89,0.0,0.0,78.49,511683.85,706611.03,438.1,0.3596,1.415,357379.99,5045.38,5045.38,1.35,Medium
2024-12-05,DC003,Delhi Enterprise DC,Delhi,India,35,Air Cooling,0.12,0.75,15,12,99.9,849978.1,477426.25,313600.98,21374.73,0.0,42257.11,26.88,56.57,4100,2410,1690,45.61,74.62,30.14,442024.39,101997.37,37632.12,45000.04,0.0,0.0,66.74,127496.71,722481.38,541.86,0.6375,1.78,372551.84,13196.09,13196.09,1.55,Medium
2024-12-05,DC004,Hyderabad Cloud DC,Hyderabad,India,50,Hybrid Cooling,0.1,0.66,35,6,99.95,1105664.22,723877.69,300511.62,23725.8,0.0,57563.94,26.02,65.88,6100,5434,666,75.62,86.17,26.22,683913.76,110566.42,30051.16,57747.25,0.0,0.0,75.39,386982.48,718681.74,474.33,0.429,1.527,381786.53,5604.16,5604.16,1.45,Medium
2024-12-05,DC005,Pune Backup DC,Pune,India,30,Air Cooling,0.095,0.68,28,8,99.8,693541.64,386365.38,247165.38,15362.76,0.0,36707.73,26.07,61.63,3300,2925,375,72.84,74.72,51.56,312174.24,65886.46,23480.71,32562.46,0.0,0.0,68.46,194191.66,499349.98,339.56,0.4896,1.795,307176.26,8994.15,8994.15,1.55,Medium
2024-12-06,DC001,Mumbai Core DC,Mumbai,India,45,Air Cooling,0.11,0.72,18,9,99.9,1181804.08,665968.38,427310.54,23207.28,0.0,64779.89,28.75,72.35,5200,4209,991,67.8,62.01,17.18,526543.18,129998.45,47004.16,51978.37,0.0,0.0,65.44,212724.73,969079.34,697.74,0.5904,1.775,515835.7,16450.84,16450.84,1.55,High
2024-12-06,DC002,Bengaluru AI Hub,Bengaluru,India,60,Liquid Cooling,0.09,0.62,42,4,99.95,1258069.07,883180.42,273400.88,36200.64,0.0,62395.91,21.81,47.06,7200,5589,1611,63.19,83.22,48.0,750292.92,113226.22,24606.08,66766.39,0.0,0.0,76.01,528389.01,729680.06,452.4,0.3596,1.424,374888.66,5919.8,5919.8,1.35,Medium
